country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Canada,CAN,1/6/2021,183360,,,28163,14174,0.49,,,376,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/7/2021,219446,217273,2173,36086,17409,0.58,0.58,0.01,461,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/8/2021,260654,256601,4053,41208,22409,0.69,0.68,0.01,594,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/9/2021,296241,290361,5880,35587,26787,0.78,0.77,0.02,710,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/10/2021,319603,313719,5884,23362,29367,0.85,0.83,0.02,778,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/11/2021,359049,353165,5884,39446,31616,0.95,0.94,0.02,838,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/12/2021,388493,382447,6046,29444,33328,1.03,1.01,0.02,883,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/13/2021,419209,402889,16320,30716,33693,1.11,1.07,0.04,893,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/14/2021,459492,438354,21138,40283,34292,1.22,1.16,0.06,909,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/15/2021,507687,481146,26541,48195,35290,1.35,1.27,0.07,935,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/16/2021,543291,514511,28780,35604,35293,1.44,1.36,0.08,935,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/17/2021,570742,539581,31161,27451,35877,1.51,1.43,0.08,951,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/18/2021,614666,582756,31910,43924,36517,1.63,1.54,0.08,968,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/19/2021,653653,616464,37189,38987,37880,1.73,1.63,0.1,1004,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/20/2021,696242,643014,53228,42589,39576,1.84,1.7,0.14,1049,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/21/2021,738864,675500,63364,42622,39910,1.96,1.79,0.17,1057,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/22/2021,776606,702469,74137,37742,38417,2.06,1.86,0.2,1018,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/23/2021,801238,718481,82757,24632,36850,2.12,1.9,0.22,976,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/24/2021,816451,728570,87881,15213,35101,2.16,1.93,0.23,930,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/25/2021,839949,739668,100281,23498,32183,2.23,1.96,0.27,853,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/26/2021,868454,754001,114453,28505,30686,2.3,2,0.3,813,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/27/2021,891324,809128,82196,22870,27869,2.36,2.14,0.22,738,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/28/2021,916027,824083,91944,24703,25309,2.43,2.18,0.24,671,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/29/2021,937199,836024,101175,21172,22942,2.48,2.22,0.27,608,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/30/2021,952212,842711,109501,15013,21568,2.52,2.23,0.29,571,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,1/31/2021,957229,845339,111890,5017,20111,2.54,2.24,0.3,533,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/1/2021,975492,859175,116317,18263,19363,2.58,2.28,0.31,513,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/2/2021,988202,867115,121087,12710,17107,2.62,2.3,0.32,453,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/3/2021,1001468,871335,130133,13266,15735,2.65,2.31,0.34,417,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/4/2021,1020066,877629,142437,18598,14863,2.7,2.33,0.38,394,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/5/2021,1042901,887398,155503,22835,15100,2.76,2.35,0.41,400,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/6/2021,1064370,895383,168987,21469,16023,2.82,2.37,0.45,425,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/7/2021,1077297,900713,176584,12927,17153,2.85,2.39,0.47,454,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/8/2021,1098746,911312,187434,21449,17608,2.91,2.41,0.5,467,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/9/2021,1124517,920458,204059,25771,19474,2.98,2.44,0.54,516,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/10/2021,1154277,930286,223991,29760,21830,3.06,2.46,0.59,578,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/11/2021,1186689,942589,244100,32412,23803,3.14,2.5,0.65,631,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/12/2021,1221839,955013,266826,35150,25563,3.24,2.53,0.71,677,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/13/2021,1255076,967606,287470,33237,27244,3.33,2.56,0.76,722,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/14/2021,1272900,971168,301732,17824,27943,3.37,2.57,0.8,740,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/15/2021,1282761,972779,309982,9861,26288,3.4,2.58,0.82,697,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/16/2021,1308918,981148,327770,26157,26343,3.47,2.6,0.87,698,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/17/2021,1329398,985975,343423,20480,25017,3.52,2.61,0.91,663,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/18/2021,1356423,993291,363132,27025,24248,3.59,2.63,0.96,642,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/19/2021,1404273,1016579,387694,47850,26062,3.72,2.69,1.03,691,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/20/2021,1453980,1049514,404466,49707,28415,3.85,2.78,1.07,753,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/21/2021,1496377,1078899,417478,42397,31925,3.96,2.86,1.11,846,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/22/2021,1558110,1108564,449546,61733,39336,4.13,2.94,1.19,1042,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/23/2021,1606472,1138700,467772,48362,42508,4.26,3.02,1.24,1126,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/24/2021,1652562,1170515,482047,46090,46166,4.38,3.1,1.28,1223,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/25/2021,1711455,1212595,498860,58893,50719,4.53,3.21,1.32,1344,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/26/2021,1778706,1266731,511975,67251,53490,4.71,3.36,1.36,1417,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/27/2021,1840435,1320653,519782,61729,55208,4.88,3.5,1.38,1463,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,2/28/2021,1887059,1362034,525025,46624,55812,5,3.61,1.39,1479,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/1/2021,1946200,1407961,538239,59141,55441,5.16,3.73,1.43,1469,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/2/2021,2018238,1470034,548204,72038,58824,5.35,3.89,1.45,1559,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/3/2021,2091700,1537273,554427,73462,62734,5.54,4.07,1.47,1662,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/4/2021,2169417,1610535,558882,77717,65423,5.75,4.27,1.48,1733,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/5/2021,2255174,1693203,561971,85757,68067,5.98,4.49,1.49,1803,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/6/2021,2329622,1765405,564217,74448,69884,6.17,4.68,1.49,1852,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/7/2021,2387189,1821470,565719,57567,71447,6.32,4.83,1.5,1893,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/8/2021,2473868,1898266,575602,86679,75381,6.55,5.03,1.53,1997,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/9/2021,2543253,1964221,579032,69385,75002,6.74,5.2,1.53,1987,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/10/2021,2621289,2037806,583483,78036,75656,6.95,5.4,1.55,2005,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/11/2021,2719317,2131666,587651,98028,78557,7.2,5.65,1.56,2081,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/12/2021,2830164,2239490,590674,110847,82141,7.5,5.93,1.57,2176,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/13/2021,2934007,2340676,593331,103843,86341,7.77,6.2,1.57,2288,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/14/2021,3026665,2431332,595333,92658,91354,8.02,6.44,1.58,2420,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/15/2021,3151305,2550387,600918,124640,96777,8.35,6.76,1.59,2564,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/16/2021,3271309,2666388,604921,120004,104008,8.67,7.06,1.6,2756,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/17/2021,3409996,2799925,610071,138687,112672,9.03,7.42,1.62,2985,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/18/2021,3566328,2950647,615681,156332,121002,9.45,7.82,1.63,3206,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/19/2021,3729312,3107711,621601,162984,128450,9.88,8.23,1.65,3403,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Canada,CAN,3/20/2021,3862685,3236471,626214,133373,132668,10.23,8.58,1.66,3515,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",Official data from provinces via covid19tracker.ca,https://covid19tracker.ca/vaccinationtracker.html
Cayman Islands,CYM,12/26/2020,0,0,,,,0,0,,,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,12/27/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,12/28/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,12/29/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,12/30/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,12/31/2020,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/1/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/2/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/3/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/4/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/5/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/6/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/7/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/8/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/9/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/10/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/11/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/12/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/13/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/14/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/15/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/16/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/17/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/18/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/19/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/20/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/21/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/22/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/23/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/24/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/25/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/26/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/27/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/28/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/29/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/30/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,1/31/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/1/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/2/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/3/2021,,,,,275,,,,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/4/2021,11008,7811,3197,,275,16.75,11.89,4.86,4184,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/5/2021,,,,,310,,,,4717,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/6/2021,,,,,345,,,,5250,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/7/2021,,,,,380,,,,5782,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/8/2021,,,,,415,,,,6315,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/9/2021,13609,8839,4770,,450,20.71,13.45,7.26,6847,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/10/2021,14086,8912,5174,477,479,21.43,13.56,7.87,7288,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/11/2021,,,,,544,,,,8278,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/12/2021,15543,9172,6371,,574,23.65,13.96,9.69,8734,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/13/2021,,,,,533,,,,8110,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/14/2021,,,,,492,,,,7486,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/15/2021,,,,,452,,,,6878,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/16/2021,,,,,411,,,,6254,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/17/2021,16725,9783,6942,,377,25.45,14.89,10.56,5736,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/18/2021,,,,,313,,,,4763,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/19/2021,17285,10277,7008,,249,26.3,15.64,10.66,3789,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/20/2021,18159,10521,7638,874,340,27.63,16.01,11.62,5173,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/21/2021,,,,,391,,,,5949,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/22/2021,,,,,442,,,,6726,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/23/2021,19938,12245,7693,,493,30.34,18.63,11.71,7502,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/24/2021,20468,12710,7758,530,535,31.14,19.34,11.8,8141,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/25/2021,21106,,,638,586,32.12,,,8917,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/26/2021,,,,,615,,,,9358,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/27/2021,,,,,559,,,,8506,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,2/28/2021,,,,,544,,,,8278,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,3/1/2021,,,,,528,,,,8034,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
Cayman Islands,CYM,3/2/2021,,,,,512,,,,7791,Pfizer/BioNTech,Cayman Islands Government,https://www.exploregov.ky/coronavirus-statistics
